original_index,delta,period,city
2973,305.0,2,GRONINGEN
192,-7288.0,2,GRONINGEN
254,-3308.0,2,GRONINGEN
1586,903.0,2,GRONINGEN
3478,197.0,2,GRONINGEN
2887,1865.0,2,GRONINGEN
2297,-5946.0,2,GRONINGEN
905,41.0,2,GRONINGEN
498,1361.0,2,GRONINGEN
3432,-4157.0,2,GRONINGEN
1527,47.0,2,GRONINGEN
3201,-5382.0,2,GRONINGEN
3636,970.0,2,GRONINGEN
371,-401.0,2,GRONINGEN
1860,299.0,2,GRONINGEN
3779,1319.0,2,GRONINGEN
2326,-607.0,2,GRONINGEN
3015,1669.0,2,GRONINGEN
31,5.0,2,GRONINGEN
2301,-670.0,2,GRONINGEN
3536,694.0,2,GRONINGEN
2896,-763.0,2,GRONINGEN
686,-507.0,2,GRONINGEN
2815,315.0,2,GRONINGEN
3599,-9539.0,2,GRONINGEN
1889,-351.0,2,GRONINGEN
3323,808.0,2,GRONINGEN
2203,3347.0,2,GRONINGEN
3522,-319.0,2,GRONINGEN
1923,-592.0,2,GRONINGEN
2799,-2197.0,2,GRONINGEN
2228,-845.0,2,GRONINGEN
3543,-3969.0,2,GRONINGEN
613,128.0,2,GRONINGEN
210,-465.0,2,GRONINGEN
2413,932.0,2,GRONINGEN
1205,-602.0,2,GRONINGEN
972,-1737.0,2,GRONINGEN
2656,3211.0,2,GRONINGEN
2346,5118.0,2,GRONINGEN
2570,-1915.0,2,GRONINGEN
435,1776.0,2,GRONINGEN
3520,-1371.0,2,GRONINGEN
3331,1626.0,2,GRONINGEN
3611,-6558.0,2,GRONINGEN
2628,-1623.0,2,GRONINGEN
1242,1182.0,2,GRONINGEN
1526,8214.0,2,GRONINGEN
2664,1663.0,2,GRONINGEN
3388,1040.0,2,GRONINGEN
1961,-1575.0,2,GRONINGEN
3857,-192.0,2,GRONINGEN
3672,314.0,2,GRONINGEN
2057,2138.0,2,GRONINGEN
3401,2253.0,2,GRONINGEN
1428,1088.0,2,GRONINGEN
2627,-1975.0,2,GRONINGEN
2357,651.0,2,GRONINGEN
1099,-932.0,2,GRONINGEN
2547,-1083.0,2,GRONINGEN
873,-1115.0,2,GRONINGEN
792,296.0,2,GRONINGEN
3078,-1650.0,2,GRONINGEN
240,7322.0,2,GRONINGEN
1787,1165.0,2,GRONINGEN
859,3774.0,2,GRONINGEN
2430,-750.0,2,GRONINGEN
1558,-248.0,2,GRONINGEN
1493,-333.0,2,GRONINGEN
3753,-305.0,2,GRONINGEN
125,14105.0,2,GRONINGEN
154,-2805.0,2,GRONINGEN
3960,758.0,2,GRONINGEN
401,-942.0,2,GRONINGEN
2220,442.0,2,GRONINGEN
2347,6545.0,2,GRONINGEN
193,-3251.0,2,GRONINGEN
897,196.0,2,GRONINGEN
951,-391.0,2,GRONINGEN
3397,-391.0,2,GRONINGEN
1053,198.0,2,GRONINGEN
1104,-443.0,2,GRONINGEN
2959,-201.0,2,GRONINGEN
756,1343.0,2,GRONINGEN
315,-3029.0,2,GRONINGEN
2230,-318.0,2,GRONINGEN
2822,-290.0,2,GRONINGEN
253,-1207.0,2,GRONINGEN
327,-6246.0,2,GRONINGEN
1702,-1237.0,2,GRONINGEN
3955,-834.0,2,GRONINGEN
3190,-45.0,2,GRONINGEN
3172,690.0,2,GRONINGEN
113,5478.0,2,GRONINGEN
2480,1970.0,2,GRONINGEN
1760,426.0,2,GRONINGEN
3350,1996.0,2,GRONINGEN
467,-1644.0,2,GRONINGEN
722,-4089.0,2,GRONINGEN
3187,3329.0,2,GRONINGEN
3353,-584.0,2,GRONINGEN
1774,334.0,2,GRONINGEN
603,-219.0,2,GRONINGEN
3906,639.0,2,GRONINGEN
2678,-1706.0,2,GRONINGEN
2518,1147.0,2,GRONINGEN
1022,-503.0,2,GRONINGEN
2045,2609.0,2,GRONINGEN
2340,15339.0,2,GRONINGEN
2164,89.0,2,GRONINGEN
1639,-810.0,2,GRONINGEN
2972,-533.0,2,GRONINGEN
3974,-2344.0,2,GRONINGEN
2240,248.0,2,GRONINGEN
601,-111.0,2,GRONINGEN
3801,-289.0,2,GRONINGEN
518,97.0,2,GRONINGEN
3219,2006.0,2,GRONINGEN
2796,-1836.0,2,GRONINGEN
3307,659.0,2,GRONINGEN
1735,-1100.0,2,GRONINGEN
2151,1127.0,2,GRONINGEN
1486,-1054.0,2,GRONINGEN
1177,185.0,2,GRONINGEN
3012,-675.0,2,GRONINGEN
378,-36.0,2,GRONINGEN
1385,1893.0,2,GRONINGEN
2225,557.0,2,GRONINGEN
3579,-903.0,2,GRONINGEN
1351,-1297.0,2,GRONINGEN
1426,-60.0,2,GRONINGEN
2686,1095.0,2,GRONINGEN
2486,1028.0,2,GRONINGEN
3734,319.0,2,GRONINGEN
2781,5348.0,2,GRONINGEN
2034,28492.0,2,GRONINGEN
341,-1851.0,2,GRONINGEN
3096,-1924.0,2,GRONINGEN
1329,-795.0,2,GRONINGEN
2735,244.0,2,GRONINGEN
3459,161.0,2,GRONINGEN
278,7824.0,2,GRONINGEN
450,-791.0,2,GRONINGEN
3632,190.0,2,GRONINGEN
3779,1319.0,2,GRONINGEN
1612,678.0,2,GRONINGEN
3334,-808.0,2,GRONINGEN
2954,-1100.0,2,GRONINGEN
1541,-2839.0,2,GRONINGEN
272,-934.0,2,GRONINGEN
566,-150.0,2,GRONINGEN
3457,-1255.0,2,GRONINGEN
1501,530.0,2,GRONINGEN
1202,1818.0,2,GRONINGEN
1108,-9637.0,2,GRONINGEN
2571,-603.0,2,GRONINGEN
919,737.0,2,GRONINGEN
1227,1274.0,2,GRONINGEN
591,-1073.0,2,GRONINGEN
1700,-95.0,2,GRONINGEN
1019,453.0,2,GRONINGEN
1900,-230.0,2,GRONINGEN
2937,-211.0,2,GRONINGEN
818,7042.0,2,GRONINGEN
2435,136.0,2,GRONINGEN
2218,303.0,2,GRONINGEN
1308,-1923.0,3,GRONINGEN
3360,-832.0,3,GRONINGEN
2368,-2386.0,3,GRONINGEN
589,429.0,3,GRONINGEN
1166,-1868.0,3,GRONINGEN
2859,4034.0,3,GRONINGEN
3821,-322.0,3,GRONINGEN
1409,-92.0,3,GRONINGEN
2224,-311.0,3,GRONINGEN
261,363.0,3,GRONINGEN
1412,-105.0,3,GRONINGEN
621,-833.0,3,GRONINGEN
3748,137.0,3,GRONINGEN
3996,-2396.0,3,GRONINGEN
3208,807.0,3,GRONINGEN
2825,577.0,3,GRONINGEN
1434,717.0,3,GRONINGEN
3737,2554.0,3,GRONINGEN
2615,52.0,3,GRONINGEN
1483,249.0,3,GRONINGEN
3208,807.0,3,GRONINGEN
712,-5024.0,3,GRONINGEN
1245,-1127.0,3,GRONINGEN
3896,646.0,3,GRONINGEN
2473,-1116.0,3,GRONINGEN
2855,714.0,3,GRONINGEN
204,-4987.0,3,GRONINGEN
60,17372.0,3,GRONINGEN
2149,419.0,3,GRONINGEN
866,190.0,3,GRONINGEN
695,-2137.0,3,GRONINGEN
3433,756.0,3,GRONINGEN
2913,1308.0,3,GRONINGEN
948,1656.0,3,GRONINGEN
255,1854.0,3,GRONINGEN
3129,784.0,3,GRONINGEN
3969,1083.0,3,GRONINGEN
181,2909.0,3,GRONINGEN
1509,-1927.0,3,GRONINGEN
912,712.0,3,GRONINGEN
691,-228.0,3,GRONINGEN
3971,1679.0,3,GRONINGEN
453,-401.0,3,GRONINGEN
495,1372.0,3,GRONINGEN
1028,565.0,3,GRONINGEN
1496,-4682.0,3,GRONINGEN
1727,19562.0,3,GRONINGEN
1502,-9271.0,3,GRONINGEN
3138,699.0,3,GRONINGEN
677,2534.0,3,GRONINGEN
1914,-549.0,3,GRONINGEN
2907,-2716.0,3,GRONINGEN
193,684.0,3,GRONINGEN
3906,-714.0,3,GRONINGEN
3627,345.0,3,GRONINGEN
1424,3685.0,3,GRONINGEN
1860,451.0,3,GRONINGEN
2480,-1492.0,3,GRONINGEN
2977,319.0,3,GRONINGEN
2202,474.0,3,GRONINGEN
1561,3601.0,3,GRONINGEN
2441,-1357.0,3,GRONINGEN
1615,1366.0,3,GRONINGEN
217,4995.0,3,GRONINGEN
411,-3284.0,3,GRONINGEN
2111,-4345.0,3,GRONINGEN
967,681.0,3,GRONINGEN
543,-140.0,3,GRONINGEN
899,-1532.0,3,GRONINGEN
2158,-761.0,3,GRONINGEN
722,-26.0,3,GRONINGEN
1417,-1082.0,3,GRONINGEN
3386,-270.0,3,GRONINGEN
3785,-2276.0,3,GRONINGEN
2335,-238.0,3,GRONINGEN
713,-577.0,3,GRONINGEN
3403,-1383.0,3,GRONINGEN
238,2526.0,3,GRONINGEN
882,105.0,3,GRONINGEN
686,-42.0,3,GRONINGEN
3909,-168.0,3,GRONINGEN
2509,966.0,3,GRONINGEN
2616,-1129.0,3,GRONINGEN
3837,-1316.0,3,GRONINGEN
1138,-259.0,3,GRONINGEN
3526,1943.0,3,GRONINGEN
3209,540.0,3,GRONINGEN
387,-633.0,3,GRONINGEN
900,-1164.0,3,GRONINGEN
3882,-1270.0,3,GRONINGEN
707,-486.0,3,GRONINGEN
1479,-904.0,3,GRONINGEN
1549,1433.0,3,GRONINGEN
2422,-758.0,3,GRONINGEN
1091,-146.0,3,GRONINGEN
2006,681.0,3,GRONINGEN
2074,5253.0,3,GRONINGEN
346,7447.0,3,GRONINGEN
832,2985.0,3,GRONINGEN
922,2104.0,3,GRONINGEN
1419,240.0,3,GRONINGEN
3807,839.0,3,GRONINGEN
3708,477.0,3,GRONINGEN
838,1352.0,3,GRONINGEN
1443,-791.0,3,GRONINGEN
1906,-605.0,3,GRONINGEN
3733,-978.0,3,GRONINGEN
775,-299.0,3,GRONINGEN
1901,-799.0,3,GRONINGEN
2716,330.0,3,GRONINGEN
1405,126.0,3,GRONINGEN
3617,-496.0,3,GRONINGEN
3198,-1993.0,3,GRONINGEN
2174,1998.0,3,GRONINGEN
1952,3509.0,3,GRONINGEN
3180,-1306.0,3,GRONINGEN
1401,-1373.0,3,GRONINGEN
107,11480.0,3,GRONINGEN
3293,-275.0,3,GRONINGEN
2265,825.0,3,GRONINGEN
2104,354.0,3,GRONINGEN
3866,1145.0,3,GRONINGEN
880,-420.0,3,GRONINGEN
3866,1145.0,3,GRONINGEN
3979,-1087.0,3,GRONINGEN
2167,17.0,3,GRONINGEN
1718,-2447.0,3,GRONINGEN
3090,-904.0,3,GRONINGEN
1841,6390.0,3,GRONINGEN
614,532.0,3,GRONINGEN
2340,-18544.0,3,GRONINGEN
3576,1638.0,3,GRONINGEN
3329,-1453.0,3,GRONINGEN
2314,-415.0,3,GRONINGEN
1620,6863.0,3,GRONINGEN
2533,-1980.0,3,GRONINGEN
1023,339.0,3,GRONINGEN
1168,181.0,3,GRONINGEN
818,-5393.0,3,GRONINGEN
2156,-531.0,3,GRONINGEN
3395,-940.0,3,GRONINGEN
826,-3792.0,3,GRONINGEN
3472,-17.0,3,GRONINGEN
3575,2026.0,3,GRONINGEN
2418,-681.0,3,GRONINGEN
933,-1692.0,3,GRONINGEN
2607,-395.0,3,GRONINGEN
3148,11917.0,3,GRONINGEN
2285,-913.0,3,GRONINGEN
2531,218.0,3,GRONINGEN
3815,-581.0,3,GRONINGEN
3734,-376.0,3,GRONINGEN
713,-577.0,3,GRONINGEN
3824,-4950.0,3,GRONINGEN
2429,-1767.0,3,GRONINGEN
2631,-495.0,3,GRONINGEN
2564,-331.0,3,GRONINGEN
3298,-1189.0,3,GRONINGEN
3099,-236.0,3,GRONINGEN
1313,-664.0,3,GRONINGEN
574,2127.0,3,GRONINGEN
3356,-1539.0,3,GRONINGEN
1523,-649.0,3,GRONINGEN
373,-2089.0,3,GRONINGEN
3176,-2494.0,3,GRONINGEN
1525,-597.0,3,GRONINGEN
655,-37.0,3,GRONINGEN
678,3103.0,3,GRONINGEN
2654,-247.0,3,GRONINGEN
90,-1475.0,3,GRONINGEN
2445,650.0,3,GRONINGEN
2918,1551.0,3,GRONINGEN
696,-1384.0,3,GRONINGEN
1641,3406.0,3,GRONINGEN
1,-168.0,3,GRONINGEN
3658,1744.0,3,GRONINGEN
2328,-5.0,3,GRONINGEN
2609,605.0,3,GRONINGEN
1272,-162.0,3,GRONINGEN
3376,-988.0,3,GRONINGEN
2960,251.0,3,GRONINGEN
1925,663.0,3,GRONINGEN
113,1342.0,3,GRONINGEN
3082,-186.0,3,GRONINGEN
1354,6276.0,3,GRONINGEN
3950,-639.0,3,GRONINGEN
2518,2.0,3,GRONINGEN
267,4168.0,3,GRONINGEN
1104,-78.0,3,GRONINGEN
2498,3914.0,3,GRONINGEN
3038,2398.0,3,GRONINGEN
2616,-1129.0,3,GRONINGEN
24,367.0,3,GRONINGEN
2387,-5174.0,3,GRONINGEN
2640,536.0,3,GRONINGEN
529,-414.0,3,GRONINGEN
2189,-293.0,3,GRONINGEN
450,649.0,3,GRONINGEN
3475,-10451.0,3,GRONINGEN
3475,-10451.0,3,GRONINGEN
137,9509.0,3,GRONINGEN
2124,622.0,3,GRONINGEN
2834,-1330.0,3,GRONINGEN
2899,-2307.0,3,GRONINGEN
3884,-1488.0,3,GRONINGEN
2843,-1215.0,3,GRONINGEN
1680,452.0,3,GRONINGEN
3410,-455.0,3,GRONINGEN
757,484.0,3,GRONINGEN
1594,-16.0,3,GRONINGEN
2362,340.0,3,GRONINGEN
3354,39.0,3,GRONINGEN
1951,-36.0,3,GRONINGEN
3360,-832.0,3,GRONINGEN
1039,-839.0,3,GRONINGEN
1228,-1159.0,3,GRONINGEN
1734,-405.0,3,GRONINGEN
417,3586.0,3,GRONINGEN
3894,-326.0,3,GRONINGEN
2460,475.0,3,GRONINGEN
2218,397.0,3,GRONINGEN
1231,387.0,3,GRONINGEN
3969,1083.0,3,GRONINGEN
412,110.0,3,GRONINGEN
1734,-405.0,3,GRONINGEN
364,1439.0,3,GRONINGEN
741,-1747.0,3,GRONINGEN
1233,-1014.0,3,GRONINGEN
806,-456.0,3,GRONINGEN
1083,-460.0,3,GRONINGEN
620,-454.0,3,GRONINGEN
444,-508.0,3,GRONINGEN
697,-1327.0,3,GRONINGEN
2783,-1895.0,3,GRONINGEN
65,5701.0,3,GRONINGEN
1343,-4851.0,3,GRONINGEN
2782,-3000.0,3,GRONINGEN
3688,-367.0,3,GRONINGEN
2147,-337.0,3,GRONINGEN
875,1167.0,3,GRONINGEN
895,-1665.0,3,GRONINGEN
518,-41.0,3,GRONINGEN
3454,950.0,3,GRONINGEN
3691,1056.0,3,GRONINGEN
2107,18251.0,3,GRONINGEN
227,226.0,3,GRONINGEN
1212,1125.0,3,GRONINGEN
1352,3348.0,3,GRONINGEN
622,-2741.0,3,GRONINGEN
1404,664.0,3,GRONINGEN
889,-471.0,3,GRONINGEN
3386,-270.0,3,GRONINGEN
220,-799.0,3,GRONINGEN
3531,656.0,3,GRONINGEN
423,-1578.0,3,GRONINGEN
1530,-1559.0,3,GRONINGEN
1627,-679.0,3,GRONINGEN
2275,12.0,3,GRONINGEN
37,-3778.0,3,GRONINGEN
2163,-816.0,3,GRONINGEN
2734,-229.0,3,GRONINGEN
1091,-146.0,3,GRONINGEN
1633,-927.0,3,GRONINGEN
467,495.0,3,GRONINGEN
3229,631.0,3,GRONINGEN
869,-429.0,3,GRONINGEN
2680,-4085.0,3,GRONINGEN
2656,-1850.0,3,GRONINGEN
2955,984.0,3,GRONINGEN
483,1062.0,3,GRONINGEN
1198,852.0,3,GRONINGEN
1258,1846.0,3,GRONINGEN
91,-14.0,3,GRONINGEN
394,-252.0,3,GRONINGEN
350,1832.0,3,GRONINGEN
449,-11545.0,3,GRONINGEN
2515,300.0,3,GRONINGEN
2620,-838.0,3,GRONINGEN
173,3570.0,3,GRONINGEN
3257,580.0,3,GRONINGEN
686,-42.0,3,GRONINGEN
1910,808.0,3,GRONINGEN
984,-3519.0,3,GRONINGEN
2188,1223.0,3,GRONINGEN
181,2909.0,3,GRONINGEN
3433,756.0,3,GRONINGEN
1617,-726.0,3,GRONINGEN
896,-939.0,3,GRONINGEN
1589,353.0,3,GRONINGEN
1098,-582.0,3,GRONINGEN
1898,675.0,3,GRONINGEN
2751,-1373.0,3,GRONINGEN
585,-356.0,3,GRONINGEN
788,-1010.0,3,GRONINGEN
1984,-2198.0,3,GRONINGEN
38,1247.0,3,GRONINGEN
3725,9273.0,3,GRONINGEN
172,602.0,3,GRONINGEN
22,4285.0,3,GRONINGEN
1325,-2889.0,3,GRONINGEN
185,-258.0,3,GRONINGEN
2552,2671.0,3,GRONINGEN
2336,-183.0,3,GRONINGEN
3586,8808.0,3,GRONINGEN
3413,-363.0,3,GRONINGEN
2327,1359.0,3,GRONINGEN
3282,-5.0,3,GRONINGEN
1714,-515.0,3,GRONINGEN
118,1312.0,3,GRONINGEN
2598,-4612.0,3,GRONINGEN
157,-2876.0,3,GRONINGEN
2361,2262.0,3,GRONINGEN
3277,207.0,3,GRONINGEN
3043,-689.0,3,GRONINGEN
2913,1308.0,3,GRONINGEN
2087,971.0,3,GRONINGEN
885,-541.0,3,GRONINGEN
1952,3509.0,3,GRONINGEN
3798,-1373.0,3,GRONINGEN
3139,-252.0,3,GRONINGEN
2131,1381.0,3,GRONINGEN
1919,139.0,3,GRONINGEN
3128,421.0,3,GRONINGEN
1248,-364.0,3,GRONINGEN
2924,3095.0,3,GRONINGEN
3795,-1289.0,3,GRONINGEN
3208,807.0,3,GRONINGEN
1691,-2230.0,3,GRONINGEN
282,4146.0,3,GRONINGEN
3873,-161.0,3,GRONINGEN
1282,-376.0,3,GRONINGEN
354,4804.0,3,GRONINGEN
3435,345.0,3,GRONINGEN
2597,-2874.0,3,GRONINGEN
2065,3111.0,3,GRONINGEN
2265,825.0,3,GRONINGEN
1876,-554.0,3,GRONINGEN
3663,1711.0,3,GRONINGEN
1261,-1274.0,3,GRONINGEN
3170,890.0,3,GRONINGEN
1404,664.0,3,GRONINGEN
3608,-636.0,3,GRONINGEN
2231,271.0,3,GRONINGEN
318,-3941.0,3,GRONINGEN
962,-234.0,3,GRONINGEN
1964,-1393.0,3,GRONINGEN
20,-5605.0,3,GRONINGEN
2070,243.0,3,GRONINGEN
599,66.0,3,GRONINGEN
3552,620.0,3,GRONINGEN
1600,-2583.0,3,GRONINGEN
1805,1886.0,3,GRONINGEN
2531,218.0,3,GRONINGEN
2671,120.0,3,GRONINGEN
1258,1846.0,3,GRONINGEN
1938,724.0,3,GRONINGEN
2312,571.0,3,GRONINGEN
3417,159.0,3,GRONINGEN
3307,-1272.0,3,GRONINGEN
2468,-475.0,3,GRONINGEN
2474,-1808.0,3,GRONINGEN
3397,482.0,3,GRONINGEN
422,95.0,3,GRONINGEN
2832,-1455.0,3,GRONINGEN
1734,-405.0,3,GRONINGEN
2999,-276.0,3,GRONINGEN
187,786.0,3,GRONINGEN
3024,360.0,3,GRONINGEN
628,-224.0,3,GRONINGEN
3434,-404.0,3,GRONINGEN
781,-1524.0,3,GRONINGEN
67,16044.0,3,GRONINGEN
697,-1327.0,3,GRONINGEN
1734,-405.0,3,GRONINGEN
2759,910.0,3,GRONINGEN
1624,-471.0,3,GRONINGEN
3817,-412.0,3,GRONINGEN
2547,949.0,3,GRONINGEN
83,-9270.0,3,GRONINGEN
3265,-392.0,3,GRONINGEN
1804,2968.0,3,GRONINGEN
2383,3505.0,3,GRONINGEN
3140,145.0,3,GRONINGEN
2657,-1636.0,3,GRONINGEN
3683,2252.0,3,GRONINGEN
534,458.0,3,GRONINGEN
1892,-283.0,3,GRONINGEN
39,-3136.0,3,GRONINGEN
3551,-385.0,3,GRONINGEN
2189,-293.0,3,GRONINGEN
370,182.0,3,GRONINGEN
2356,-841.0,3,GRONINGEN
1579,-2385.0,3,GRONINGEN
3142,-177.0,3,GRONINGEN
934,-459.0,3,GRONINGEN
797,-1444.0,3,GRONINGEN
2741,3968.0,3,GRONINGEN
716,139.0,3,GRONINGEN
3591,-964.0,3,GRONINGEN
2823,-662.0,3,GRONINGEN
954,936.0,3,GRONINGEN
3926,-1437.0,3,GRONINGEN
111,28340.0,3,GRONINGEN
2337,240.0,3,GRONINGEN
246,5587.0,3,GRONINGEN
1495,-2321.0,3,GRONINGEN
2296,-1977.0,3,GRONINGEN
2285,-913.0,3,GRONINGEN
3071,2012.0,3,GRONINGEN
2952,593.0,3,GRONINGEN
1943,-29.0,3,GRONINGEN
323,6593.0,3,GRONINGEN
907,-133.0,3,GRONINGEN
874,333.0,3,GRONINGEN
758,-217.0,3,GRONINGEN
3719,-4070.0,3,GRONINGEN
2024,-251.0,3,GRONINGEN
855,-424.0,3,GRONINGEN
2693,-1496.0,3,GRONINGEN
3835,-975.0,3,GRONINGEN
731,-707.0,3,GRONINGEN
1412,-105.0,3,GRONINGEN
1903,-1001.0,3,GRONINGEN
915,-331.0,3,GRONINGEN
2445,650.0,3,GRONINGEN
2861,6108.0,3,GRONINGEN
3255,1967.0,3,GRONINGEN
1888,-703.0,3,GRONINGEN
3059,538.0,3,GRONINGEN
2315,-86.0,3,GRONINGEN
303,18977.0,3,GRONINGEN
70,-2940.0,3,GRONINGEN
3085,-1286.0,3,GRONINGEN
2235,-1627.0,3,GRONINGEN
2332,-385.0,3,GRONINGEN
2524,1045.0,3,GRONINGEN
3440,-589.0,3,GRONINGEN
878,1356.0,3,GRONINGEN
2267,8467.0,3,GRONINGEN
2347,-7103.0,3,GRONINGEN
2949,-348.0,3,GRONINGEN
2759,910.0,3,GRONINGEN
1956,429.0,3,GRONINGEN
1360,-1470.0,3,GRONINGEN
2469,-3795.0,3,GRONINGEN
2710,-711.0,3,GRONINGEN
2976,-2168.0,3,GRONINGEN
680,4621.0,3,GRONINGEN
3944,3277.0,3,GRONINGEN
3305,1501.0,3,GRONINGEN
2364,13.0,3,GRONINGEN
2748,1773.0,3,GRONINGEN
3938,466.0,3,GRONINGEN
1744,-4153.0,3,GRONINGEN
3555,-17.0,3,GRONINGEN
2966,470.0,3,GRONINGEN
1629,-194.0,3,GRONINGEN
1001,-768.0,3,GRONINGEN
1596,446.0,3,GRONINGEN
533,-337.0,3,GRONINGEN
2411,4470.0,3,GRONINGEN
1340,-3355.0,3,GRONINGEN
2379,-562.0,3,GRONINGEN
3926,-1437.0,3,GRONINGEN
1306,-1773.0,3,GRONINGEN
252,4891.0,3,GRONINGEN
2648,3551.0,3,GRONINGEN
2627,-27.0,3,GRONINGEN
2606,174.0,3,GRONINGEN
313,389.0,3,GRONINGEN
507,1668.0,3,GRONINGEN
3111,910.0,3,GRONINGEN
272,-6832.0,3,GRONINGEN
993,-1013.0,3,GRONINGEN
3998,781.0,3,GRONINGEN
707,-486.0,3,GRONINGEN
3644,-150.0,3,GRONINGEN
1813,907.0,3,GRONINGEN
1022,2257.0,3,GRONINGEN
3461,-294.0,3,GRONINGEN
1714,-515.0,3,GRONINGEN
3617,-496.0,3,GRONINGEN
3486,36.0,3,GRONINGEN
3681,-5203.0,3,GRONINGEN
751,1282.0,3,GRONINGEN
777,-164.0,3,GRONINGEN
2691,343.0,3,GRONINGEN
3524,2153.0,3,GRONINGEN
3983,-85.0,3,GRONINGEN
1912,-496.0,3,GRONINGEN
2715,779.0,3,GRONINGEN
31,-1748.0,3,GRONINGEN
2061,-1945.0,3,GRONINGEN
2472,-1847.0,3,GRONINGEN
3062,5122.0,3,GRONINGEN
3436,635.0,3,GRONINGEN
782,-357.0,3,GRONINGEN
1472,3563.0,3,GRONINGEN
401,221.0,3,GRONINGEN
1599,-427.0,3,GRONINGEN
921,-317.0,3,GRONINGEN
1889,-649.0,3,GRONINGEN
3133,-5678.0,3,GRONINGEN
3413,-363.0,3,GRONINGEN
2295,-691.0,3,GRONINGEN
580,40.0,3,GRONINGEN
1496,-4682.0,3,GRONINGEN
1055,204.0,3,GRONINGEN
693,-511.0,3,GRONINGEN
177,-166.0,3,GRONINGEN
1366,6449.0,3,GRONINGEN
1112,-973.0,3,GRONINGEN
2424,2673.0,3,GRONINGEN
1559,-708.0,3,GRONINGEN
1579,-2385.0,3,GRONINGEN
1511,-3457.0,3,GRONINGEN
372,-903.0,3,GRONINGEN
1846,4159.0,3,GRONINGEN
427,-1262.0,3,GRONINGEN
2934,3026.0,3,GRONINGEN
1492,-84.0,3,GRONINGEN
3406,899.0,3,GRONINGEN
2498,3914.0,3,GRONINGEN
2423,-1608.0,3,GRONINGEN
2370,1302.0,3,GRONINGEN
2275,12.0,3,GRONINGEN
2859,4034.0,3,GRONINGEN
1585,-105.0,3,GRONINGEN
2371,884.0,3,GRONINGEN
2312,571.0,3,GRONINGEN
1662,-646.0,3,GRONINGEN
351,-3586.0,3,GRONINGEN
2038,-12084.0,3,GRONINGEN
3113,2775.0,3,GRONINGEN
523,-8646.0,3,GRONINGEN
1793,-5455.0,3,GRONINGEN
1536,1146.0,3,GRONINGEN
1493,-324.0,3,GRONINGEN
2502,14746.0,3,GRONINGEN
2449,-1971.0,3,GRONINGEN
782,-357.0,3,GRONINGEN
3819,1394.0,3,GRONINGEN
3317,-423.0,3,GRONINGEN
1721,-518.0,3,GRONINGEN
2039,20502.0,3,GRONINGEN
744,-603.0,3,GRONINGEN
1609,-1032.0,3,GRONINGEN
2520,-997.0,3,GRONINGEN
1570,-25.0,3,GRONINGEN
2631,-495.0,3,GRONINGEN
2118,-2892.0,3,GRONINGEN
519,-943.0,3,GRONINGEN
2239,-3498.0,3,GRONINGEN
3832,-1533.0,3,GRONINGEN
3346,64.0,3,GRONINGEN
446,-323.0,3,GRONINGEN
2654,-247.0,3,GRONINGEN
840,1751.0,3,GRONINGEN
2180,370.0,3,GRONINGEN
2321,-67.0,3,GRONINGEN
1418,669.0,3,GRONINGEN
3265,-392.0,3,GRONINGEN
1027,557.0,3,GRONINGEN
863,693.0,3,GRONINGEN
3631,-75.0,3,GRONINGEN
1820,-1069.0,3,GRONINGEN
3529,1042.0,3,GRONINGEN
2520,-997.0,3,GRONINGEN
117,4743.0,3,GRONINGEN
2877,-955.0,3,GRONINGEN
56,3893.0,3,GRONINGEN
3979,-1087.0,3,GRONINGEN
202,6572.0,3,GRONINGEN
2185,-1034.0,3,GRONINGEN
672,466.0,3,GRONINGEN
2513,2195.0,3,GRONINGEN
2752,-2501.0,3,GRONINGEN
2508,-2339.0,3,GRONINGEN
88,2402.0,3,GRONINGEN
2090,15616.0,3,GRONINGEN
2212,-303.0,3,GRONINGEN
1632,-930.0,3,GRONINGEN
3056,-865.0,3,GRONINGEN
1288,10120.0,3,GRONINGEN
3614,193.0,3,GRONINGEN
2827,-1343.0,3,GRONINGEN
2126,181.0,3,GRONINGEN
1537,-137.0,3,GRONINGEN
1559,-708.0,3,GRONINGEN
3809,1638.0,3,GRONINGEN
687,-661.0,3,GRONINGEN
1853,-2967.0,3,GRONINGEN
2882,-305.0,3,GRONINGEN
854,930.0,3,GRONINGEN
29,-19583.0,3,GRONINGEN
254,3219.0,3,GRONINGEN
1043,3.0,3,GRONINGEN
1629,-194.0,3,GRONINGEN
2431,-57.0,3,GRONINGEN
744,-603.0,3,GRONINGEN
3034,-711.0,3,GRONINGEN
2221,-606.0,3,GRONINGEN
1644,190.0,3,GRONINGEN
3823,-2424.0,3,GRONINGEN
562,-442.0,3,GRONINGEN
1040,-1275.0,3,GRONINGEN
2804,1884.0,3,GRONINGEN
2275,12.0,3,GRONINGEN
659,-12.0,3,GRONINGEN
545,-272.0,3,GRONINGEN
348,131.0,3,GRONINGEN
1638,-5114.0,3,GRONINGEN
1513,-880.0,3,GRONINGEN
1505,-8400.0,3,GRONINGEN
1454,530.0,3,GRONINGEN
760,3964.0,3,GRONINGEN
3022,504.0,3,GRONINGEN
933,-1692.0,3,GRONINGEN
3196,-1755.0,3,GRONINGEN
1831,1240.0,3,GRONINGEN
3039,1214.0,3,GRONINGEN
1179,-1894.0,3,GRONINGEN
