original_index,delta,period,city
3153,-727,2,AMSTERDAM
5430,-93,2,AMSTERDAM
6288,-227,2,AMSTERDAM
14669,-437,2,AMSTERDAM
10954,-2214,2,AMSTERDAM
13281,5131,2,AMSTERDAM
4195,7724,2,AMSTERDAM
12522,-879,2,AMSTERDAM
4004,-13111,2,AMSTERDAM
5471,372,2,AMSTERDAM
10052,8216,2,AMSTERDAM
11423,1156,2,AMSTERDAM
2914,-1314,2,AMSTERDAM
3391,-4358,2,AMSTERDAM
11259,5732,2,AMSTERDAM
5495,564,2,AMSTERDAM
12737,-1797,2,AMSTERDAM
3071,827,2,AMSTERDAM
2451,1753,2,AMSTERDAM
8213,1420,2,AMSTERDAM
10449,-6090,2,AMSTERDAM
1533,-148,2,AMSTERDAM
11114,-9886,2,AMSTERDAM
4333,7,2,AMSTERDAM
9898,1070,2,AMSTERDAM
6930,-1772,2,AMSTERDAM
7097,-381,2,AMSTERDAM
7848,188,2,AMSTERDAM
9934,-440,2,AMSTERDAM
6909,-271,2,AMSTERDAM
2304,-1740,2,AMSTERDAM
5892,-20,2,AMSTERDAM
4783,7179,2,AMSTERDAM
12507,-1352,2,AMSTERDAM
11913,1285,2,AMSTERDAM
8023,5635,2,AMSTERDAM
10984,2439,2,AMSTERDAM
3842,-786,2,AMSTERDAM
10182,1221,2,AMSTERDAM
9194,767,2,AMSTERDAM
1124,-2431,2,AMSTERDAM
13771,1821,2,AMSTERDAM
7211,-810,2,AMSTERDAM
2362,-1608,2,AMSTERDAM
13779,-77,2,AMSTERDAM
3665,-166,2,AMSTERDAM
10529,-3202,2,AMSTERDAM
11229,3370,2,AMSTERDAM
10114,9032,2,AMSTERDAM
1225,-5607,2,AMSTERDAM
881,-2127,2,AMSTERDAM
939,668,2,AMSTERDAM
8314,-767,2,AMSTERDAM
4174,1782,2,AMSTERDAM
10235,928,2,AMSTERDAM
269,-8185,2,AMSTERDAM
5762,226,2,AMSTERDAM
2056,573,2,AMSTERDAM
3954,61,2,AMSTERDAM
219,457,2,AMSTERDAM
2968,6537,2,AMSTERDAM
11393,-828,2,AMSTERDAM
11193,4345,2,AMSTERDAM
13160,753,2,AMSTERDAM
4021,-8792,2,AMSTERDAM
5792,-816,2,AMSTERDAM
10077,6669,2,AMSTERDAM
2807,-1906,2,AMSTERDAM
13130,247,2,AMSTERDAM
7382,-865,2,AMSTERDAM
12469,-4955,2,AMSTERDAM
10201,1163,2,AMSTERDAM
4853,-933,2,AMSTERDAM
14697,-2011,2,AMSTERDAM
8170,239,2,AMSTERDAM
11959,-201,2,AMSTERDAM
12608,-197,2,AMSTERDAM
13737,2676,2,AMSTERDAM
6451,-1113,2,AMSTERDAM
9486,23311,2,AMSTERDAM
1605,-967,2,AMSTERDAM
9315,1437,2,AMSTERDAM
5474,428,2,AMSTERDAM
11868,-1507,2,AMSTERDAM
1111,-340,2,AMSTERDAM
14041,-253,2,AMSTERDAM
898,-1676,2,AMSTERDAM
9103,588,2,AMSTERDAM
12313,1106,2,AMSTERDAM
10172,1768,2,AMSTERDAM
8144,302,2,AMSTERDAM
6350,-3524,2,AMSTERDAM
4436,-97,2,AMSTERDAM
14110,2717,2,AMSTERDAM
7731,-962,2,AMSTERDAM
4043,402,2,AMSTERDAM
4777,-563,2,AMSTERDAM
12765,2168,2,AMSTERDAM
4996,-67,2,AMSTERDAM
11759,-1661,2,AMSTERDAM
8642,1527,2,AMSTERDAM
5830,2450,2,AMSTERDAM
8957,407,2,AMSTERDAM
10650,-2825,2,AMSTERDAM
11656,-2842,2,AMSTERDAM
10466,2329,2,AMSTERDAM
11767,674,2,AMSTERDAM
14803,-1030,2,AMSTERDAM
10605,-156,2,AMSTERDAM
11069,23,2,AMSTERDAM
7791,336,2,AMSTERDAM
5856,327,2,AMSTERDAM
3723,-4407,2,AMSTERDAM
1531,-2136,2,AMSTERDAM
6273,-166,2,AMSTERDAM
1366,-5174,2,AMSTERDAM
9942,957,2,AMSTERDAM
11343,6573,2,AMSTERDAM
1938,737,2,AMSTERDAM
4310,579,2,AMSTERDAM
2213,1543,2,AMSTERDAM
6552,-554,2,AMSTERDAM
2801,-1505,2,AMSTERDAM
10752,2070,2,AMSTERDAM
11144,-1093,2,AMSTERDAM
9926,-456,2,AMSTERDAM
2553,-163,2,AMSTERDAM
112,3265,2,AMSTERDAM
8615,-15132,2,AMSTERDAM
11898,4015,2,AMSTERDAM
2883,-679,2,AMSTERDAM
7013,1460,2,AMSTERDAM
6153,-1043,2,AMSTERDAM
415,-33411,2,AMSTERDAM
7599,381,2,AMSTERDAM
4778,-970,2,AMSTERDAM
2719,363,2,AMSTERDAM
2116,-321,2,AMSTERDAM
9224,-6929,2,AMSTERDAM
7544,-48,2,AMSTERDAM
13581,2059,2,AMSTERDAM
4043,402,2,AMSTERDAM
5725,6303,2,AMSTERDAM
1448,-558,2,AMSTERDAM
335,3735,2,AMSTERDAM
1397,-1277,2,AMSTERDAM
9665,712,2,AMSTERDAM
364,2984,2,AMSTERDAM
13166,2979,2,AMSTERDAM
1885,-2803,2,AMSTERDAM
10266,2051,2,AMSTERDAM
8295,-59,2,AMSTERDAM
3851,48,2,AMSTERDAM
9006,-3958,2,AMSTERDAM
3561,1876,2,AMSTERDAM
128,-99,2,AMSTERDAM
14441,-446,2,AMSTERDAM
13197,-1027,2,AMSTERDAM
57,-622,2,AMSTERDAM
1471,185,2,AMSTERDAM
6722,5643,2,AMSTERDAM
6228,228,2,AMSTERDAM
13820,-1223,2,AMSTERDAM
6732,442,2,AMSTERDAM
10295,1599,2,AMSTERDAM
5532,-18650,2,AMSTERDAM
2175,378,2,AMSTERDAM
13239,1106,2,AMSTERDAM
5101,2317,2,AMSTERDAM
3596,-1805,2,AMSTERDAM
9850,-1441,2,AMSTERDAM
6933,1721,2,AMSTERDAM
6225,437,2,AMSTERDAM
7044,96,2,AMSTERDAM
14840,-2580,2,AMSTERDAM
12631,-739,2,AMSTERDAM
3089,2104,2,AMSTERDAM
6603,-980,2,AMSTERDAM
2852,-520,2,AMSTERDAM
4400,-2337,2,AMSTERDAM
3333,-186,2,AMSTERDAM
6572,-278,2,AMSTERDAM
11620,-10608,2,AMSTERDAM
3256,-482,2,AMSTERDAM
658,-4230,2,AMSTERDAM
12671,-870,2,AMSTERDAM
1628,-1212,2,AMSTERDAM
13556,-313,2,AMSTERDAM
14232,-663,2,AMSTERDAM
7117,-833,2,AMSTERDAM
2464,3682,2,AMSTERDAM
11602,1556,2,AMSTERDAM
4584,549,2,AMSTERDAM
5765,-1651,2,AMSTERDAM
5354,644,2,AMSTERDAM
13304,964,2,AMSTERDAM
14952,518,2,AMSTERDAM
11082,1453,2,AMSTERDAM
6522,-2973,2,AMSTERDAM
13288,-359,2,AMSTERDAM
3157,1160,2,AMSTERDAM
9067,939,2,AMSTERDAM
6750,-266,2,AMSTERDAM
13985,-211,2,AMSTERDAM
11909,177,2,AMSTERDAM
3707,-1341,2,AMSTERDAM
2547,-265,2,AMSTERDAM
9612,1214,2,AMSTERDAM
10721,3658,2,AMSTERDAM
3112,-1402,2,AMSTERDAM
14298,576,2,AMSTERDAM
10268,10843,2,AMSTERDAM
2303,-1392,2,AMSTERDAM
11176,4158,2,AMSTERDAM
13637,-1376,2,AMSTERDAM
11546,-54,2,AMSTERDAM
10845,38,2,AMSTERDAM
2827,-1785,2,AMSTERDAM
6333,297,2,AMSTERDAM
5498,-129,2,AMSTERDAM
10908,-3222,2,AMSTERDAM
7701,-297,2,AMSTERDAM
3201,13301,2,AMSTERDAM
6941,-2318,2,AMSTERDAM
14415,-486,2,AMSTERDAM
377,-9657,2,AMSTERDAM
8980,2181,2,AMSTERDAM
5554,170,2,AMSTERDAM
13304,964,2,AMSTERDAM
3926,-668,2,AMSTERDAM
12646,-1062,2,AMSTERDAM
8835,12844,2,AMSTERDAM
6476,-140,2,AMSTERDAM
11335,1676,2,AMSTERDAM
12642,-1557,2,AMSTERDAM
10213,-650,2,AMSTERDAM
9025,-214,2,AMSTERDAM
8905,145,2,AMSTERDAM
14894,-3062,2,AMSTERDAM
4247,-2109,2,AMSTERDAM
664,7999,2,AMSTERDAM
985,-72,2,AMSTERDAM
9279,-2835,2,AMSTERDAM
877,-2150,2,AMSTERDAM
2226,-1098,2,AMSTERDAM
6610,-351,2,AMSTERDAM
2898,489,2,AMSTERDAM
7953,111,2,AMSTERDAM
13611,-372,2,AMSTERDAM
8403,902,2,AMSTERDAM
8635,1966,2,AMSTERDAM
4248,334,2,AMSTERDAM
13100,-846,2,AMSTERDAM
9012,1752,2,AMSTERDAM
8354,1198,2,AMSTERDAM
6876,-545,2,AMSTERDAM
10605,-156,2,AMSTERDAM
1352,-2197,2,AMSTERDAM
13270,712,2,AMSTERDAM
6526,564,2,AMSTERDAM
14098,2846,2,AMSTERDAM
13915,-483,2,AMSTERDAM
9477,1687,2,AMSTERDAM
3240,-2351,2,AMSTERDAM
6428,3055,2,AMSTERDAM
12405,2338,2,AMSTERDAM
4261,-223,2,AMSTERDAM
11554,-3311,2,AMSTERDAM
7839,-3308,2,AMSTERDAM
4020,-14315,2,AMSTERDAM
7319,10490,2,AMSTERDAM
12307,-178,2,AMSTERDAM
11078,866,2,AMSTERDAM
11675,1473,2,AMSTERDAM
4504,-614,2,AMSTERDAM
10797,-101,2,AMSTERDAM
10227,6583,2,AMSTERDAM
8575,-473,2,AMSTERDAM
9569,-2305,2,AMSTERDAM
12905,-1028,2,AMSTERDAM
13184,-7035,2,AMSTERDAM
3876,378,2,AMSTERDAM
13988,-246,2,AMSTERDAM
11781,553,2,AMSTERDAM
13628,-796,2,AMSTERDAM
218,-442,2,AMSTERDAM
12445,-126,2,AMSTERDAM
3563,-127,2,AMSTERDAM
7694,1222,2,AMSTERDAM
3945,63,2,AMSTERDAM
2259,-9259,2,AMSTERDAM
2012,-1313,2,AMSTERDAM
12202,1184,2,AMSTERDAM
4659,-5308,2,AMSTERDAM
6718,-1645,2,AMSTERDAM
10985,2098,2,AMSTERDAM
1089,70,2,AMSTERDAM
10532,-3215,2,AMSTERDAM
4605,-937,2,AMSTERDAM
6920,405,2,AMSTERDAM
7132,-990,2,AMSTERDAM
10341,375,2,AMSTERDAM
2772,376,2,AMSTERDAM
5893,396,2,AMSTERDAM
2796,109,2,AMSTERDAM
3526,497,2,AMSTERDAM
1909,-2806,2,AMSTERDAM
8138,340,2,AMSTERDAM
6732,442,2,AMSTERDAM
232,1971,2,AMSTERDAM
6192,1158,2,AMSTERDAM
3153,-727,2,AMSTERDAM
4427,-1282,2,AMSTERDAM
1168,136,2,AMSTERDAM
4111,-1068,2,AMSTERDAM
8875,-1340,2,AMSTERDAM
5766,1875,2,AMSTERDAM
1225,-5607,2,AMSTERDAM
10946,393,2,AMSTERDAM
12783,2704,2,AMSTERDAM
10901,-394,2,AMSTERDAM
8913,-1158,2,AMSTERDAM
7304,-271,2,AMSTERDAM
12635,-3782,2,AMSTERDAM
11713,4866,2,AMSTERDAM
3283,-648,2,AMSTERDAM
554,16,2,AMSTERDAM
413,-51648,2,AMSTERDAM
14618,1939,2,AMSTERDAM
246,1347,2,AMSTERDAM
12656,13429,2,AMSTERDAM
750,934,2,AMSTERDAM
10104,-7166,2,AMSTERDAM
4407,-165,2,AMSTERDAM
5625,-5612,2,AMSTERDAM
14102,-3119,2,AMSTERDAM
7212,1,2,AMSTERDAM
14819,6149,2,AMSTERDAM
10722,810,2,AMSTERDAM
12938,2625,2,AMSTERDAM
6526,564,2,AMSTERDAM
782,-998,2,AMSTERDAM
8329,2901,2,AMSTERDAM
4818,1454,2,AMSTERDAM
631,2320,2,AMSTERDAM
13864,-6004,2,AMSTERDAM
1371,-2974,2,AMSTERDAM
5090,-931,2,AMSTERDAM
9640,259,2,AMSTERDAM
3804,23,2,AMSTERDAM
12227,3003,2,AMSTERDAM
14190,-121,2,AMSTERDAM
2208,3130,2,AMSTERDAM
10062,-4896,2,AMSTERDAM
4794,529,2,AMSTERDAM
8385,769,2,AMSTERDAM
11659,-5804,2,AMSTERDAM
2783,-380,2,AMSTERDAM
9530,768,2,AMSTERDAM
8210,1009,2,AMSTERDAM
11621,-12368,2,AMSTERDAM
13849,1,2,AMSTERDAM
6929,-1085,2,AMSTERDAM
6811,-440,2,AMSTERDAM
9745,466,2,AMSTERDAM
10048,-12027,2,AMSTERDAM
2787,121,2,AMSTERDAM
14865,-3799,2,AMSTERDAM
13836,3009,2,AMSTERDAM
4030,912,2,AMSTERDAM
1605,-967,2,AMSTERDAM
10489,261,2,AMSTERDAM
9430,-436,2,AMSTERDAM
13859,-4812,2,AMSTERDAM
6173,428,2,AMSTERDAM
2275,-418,2,AMSTERDAM
3302,-725,2,AMSTERDAM
10097,4822,2,AMSTERDAM
9532,989,2,AMSTERDAM
8156,-303,2,AMSTERDAM
2093,-82,2,AMSTERDAM
14470,-2323,2,AMSTERDAM
2446,3025,2,AMSTERDAM
7682,1668,2,AMSTERDAM
5279,-809,2,AMSTERDAM
3806,453,2,AMSTERDAM
4927,-312,2,AMSTERDAM
7284,-3757,2,AMSTERDAM
13069,-159,2,AMSTERDAM
9000,-802,2,AMSTERDAM
2817,-80,2,AMSTERDAM
1239,740,2,AMSTERDAM
13110,-909,2,AMSTERDAM
4030,912,2,AMSTERDAM
7170,768,2,AMSTERDAM
14552,2797,2,AMSTERDAM
5012,584,2,AMSTERDAM
6870,-96,2,AMSTERDAM
9824,-9137,2,AMSTERDAM
10243,-79,2,AMSTERDAM
14476,-1428,2,AMSTERDAM
8269,229,2,AMSTERDAM
14335,-683,2,AMSTERDAM
13875,-63,2,AMSTERDAM
9866,-356,2,AMSTERDAM
3583,-1678,2,AMSTERDAM
13349,867,2,AMSTERDAM
11779,-1810,2,AMSTERDAM
7402,-1648,2,AMSTERDAM
12453,213,2,AMSTERDAM
2684,-3623,2,AMSTERDAM
11258,2510,2,AMSTERDAM
8114,-1153,2,AMSTERDAM
1436,-1219,2,AMSTERDAM
11799,4145,2,AMSTERDAM
1186,-311,2,AMSTERDAM
1181,-1044,2,AMSTERDAM
2427,1340,2,AMSTERDAM
14677,1027,2,AMSTERDAM
6264,-14,2,AMSTERDAM
11766,2778,2,AMSTERDAM
5283,432,2,AMSTERDAM
3685,428,2,AMSTERDAM
13941,1584,2,AMSTERDAM
11394,-672,2,AMSTERDAM
5874,338,2,AMSTERDAM
4286,-551,2,AMSTERDAM
6365,-833,2,AMSTERDAM
9174,-1750,2,AMSTERDAM
6630,1329,2,AMSTERDAM
14234,481,2,AMSTERDAM
10408,2025,2,AMSTERDAM
11267,-3152,2,AMSTERDAM
5690,1720,2,AMSTERDAM
8236,1398,2,AMSTERDAM
4346,863,2,AMSTERDAM
11059,1259,2,AMSTERDAM
2981,-293,2,AMSTERDAM
10071,-2525,2,AMSTERDAM
4037,16038,2,AMSTERDAM
12054,540,2,AMSTERDAM
14259,-143,2,AMSTERDAM
14309,-771,2,AMSTERDAM
747,-747,2,AMSTERDAM
8131,-4602,2,AMSTERDAM
3349,4780,2,AMSTERDAM
10619,80,2,AMSTERDAM
5004,-412,2,AMSTERDAM
1379,7699,2,AMSTERDAM
11078,866,2,AMSTERDAM
14034,754,2,AMSTERDAM
11705,21530,2,AMSTERDAM
14772,4955,2,AMSTERDAM
1096,-4745,2,AMSTERDAM
14868,-2316,2,AMSTERDAM
11531,-53,2,AMSTERDAM
3686,310,2,AMSTERDAM
6030,-458,2,AMSTERDAM
6595,216,2,AMSTERDAM
12975,-663,2,AMSTERDAM
6452,701,2,AMSTERDAM
13270,712,2,AMSTERDAM
5259,-3536,2,AMSTERDAM
6464,864,2,AMSTERDAM
983,-22,2,AMSTERDAM
4098,-372,2,AMSTERDAM
10304,-998,2,AMSTERDAM
10006,-3201,2,AMSTERDAM
9855,-1442,2,AMSTERDAM
9554,108,2,AMSTERDAM
6160,1049,2,AMSTERDAM
3669,660,2,AMSTERDAM
581,1014,2,AMSTERDAM
8380,1893,2,AMSTERDAM
10494,-1013,2,AMSTERDAM
11243,4773,2,AMSTERDAM
14072,47,2,AMSTERDAM
4774,-584,2,AMSTERDAM
189,-833,2,AMSTERDAM
579,9,2,AMSTERDAM
4804,-1460,2,AMSTERDAM
6790,526,2,AMSTERDAM
10675,-412,2,AMSTERDAM
7716,-1041,2,AMSTERDAM
14692,-1884,2,AMSTERDAM
7350,-776,2,AMSTERDAM
5709,-4351,2,AMSTERDAM
14675,1141,2,AMSTERDAM
14343,-245,2,AMSTERDAM
2505,-355,2,AMSTERDAM
75,834,2,AMSTERDAM
12589,-749,2,AMSTERDAM
14469,-9509,2,AMSTERDAM
3236,378,2,AMSTERDAM
4883,1195,2,AMSTERDAM
5361,-171,2,AMSTERDAM
14271,1153,2,AMSTERDAM
13038,54,2,AMSTERDAM
11391,2127,2,AMSTERDAM
5407,-1625,2,AMSTERDAM
820,-648,2,AMSTERDAM
3872,-11351,2,AMSTERDAM
1155,819,2,AMSTERDAM
600,6434,2,AMSTERDAM
332,-8319,2,AMSTERDAM
6708,-3395,2,AMSTERDAM
8554,546,2,AMSTERDAM
853,-20250,2,AMSTERDAM
3400,810,2,AMSTERDAM
10051,-13486,2,AMSTERDAM
5446,2615,2,AMSTERDAM
863,8683,2,AMSTERDAM
4294,-1556,2,AMSTERDAM
14393,-1594,2,AMSTERDAM
7165,756,2,AMSTERDAM
8810,-2119,2,AMSTERDAM
9953,-739,2,AMSTERDAM
1711,30765,2,AMSTERDAM
713,-788,2,AMSTERDAM
2728,-2113,2,AMSTERDAM
812,1253,2,AMSTERDAM
7260,25,2,AMSTERDAM
12247,-499,2,AMSTERDAM
1922,3236,2,AMSTERDAM
5152,-882,2,AMSTERDAM
12484,873,2,AMSTERDAM
1514,-15685,2,AMSTERDAM
2765,169,2,AMSTERDAM
287,11438,2,AMSTERDAM
643,-286,2,AMSTERDAM
10074,-3965,2,AMSTERDAM
3337,-1588,2,AMSTERDAM
13899,6668,2,AMSTERDAM
6430,443,2,AMSTERDAM
10306,-813,2,AMSTERDAM
1900,-6954,2,AMSTERDAM
1916,1201,2,AMSTERDAM
1800,8723,2,AMSTERDAM
2550,58,2,AMSTERDAM
2299,1071,2,AMSTERDAM
11260,-922,2,AMSTERDAM
3224,-119,2,AMSTERDAM
3881,-516,2,AMSTERDAM
1010,1124,2,AMSTERDAM
1638,-3489,2,AMSTERDAM
8678,909,2,AMSTERDAM
7450,533,2,AMSTERDAM
12715,-3260,2,AMSTERDAM
10761,1788,2,AMSTERDAM
347,-16786,2,AMSTERDAM
4971,-566,2,AMSTERDAM
9133,447,2,AMSTERDAM
5668,973,2,AMSTERDAM
10698,2,2,AMSTERDAM
12069,2994,2,AMSTERDAM
12504,68,2,AMSTERDAM
2879,347,2,AMSTERDAM
4730,10326,2,AMSTERDAM
1235,-4875,2,AMSTERDAM
10956,-2905,2,AMSTERDAM
4119,-631,2,AMSTERDAM
7797,896,2,AMSTERDAM
11834,-649,2,AMSTERDAM
10913,-332,2,AMSTERDAM
12033,982,2,AMSTERDAM
12172,-704,2,AMSTERDAM
12944,-1055,2,AMSTERDAM
4766,-620,2,AMSTERDAM
7157,-106,2,AMSTERDAM
8674,-789,2,AMSTERDAM
3393,-1512,2,AMSTERDAM
2877,-418,2,AMSTERDAM
11251,1731,2,AMSTERDAM
5090,-931,2,AMSTERDAM
11419,9,2,AMSTERDAM
3648,-769,2,AMSTERDAM
3882,587,2,AMSTERDAM
11908,724,2,AMSTERDAM
14220,525,2,AMSTERDAM
4486,-15707,2,AMSTERDAM
5618,-1065,2,AMSTERDAM
11920,2164,2,AMSTERDAM
7290,450,2,AMSTERDAM
5617,-1397,2,AMSTERDAM
1834,680,2,AMSTERDAM
5173,-1717,2,AMSTERDAM
9616,1741,2,AMSTERDAM
12717,-2227,2,AMSTERDAM
7093,888,2,AMSTERDAM
14757,44,2,AMSTERDAM
1796,15916,2,AMSTERDAM
9390,293,2,AMSTERDAM
9881,1299,2,AMSTERDAM
1900,-6954,2,AMSTERDAM
13665,-31,2,AMSTERDAM
7247,-415,2,AMSTERDAM
13593,1628,2,AMSTERDAM
1408,-1082,2,AMSTERDAM
9878,1424,2,AMSTERDAM
8342,-970,2,AMSTERDAM
11093,-1119,2,AMSTERDAM
11359,-3273,2,AMSTERDAM
9251,-6845,2,AMSTERDAM
5706,241,2,AMSTERDAM
9103,588,2,AMSTERDAM
2843,3229,2,AMSTERDAM
2562,-1552,2,AMSTERDAM
553,-2589,2,AMSTERDAM
9976,959,2,AMSTERDAM
13958,1847,2,AMSTERDAM
3237,-567,2,AMSTERDAM
11939,1035,2,AMSTERDAM
3393,-1512,2,AMSTERDAM
3995,180,2,AMSTERDAM
11060,708,2,AMSTERDAM
3001,158,2,AMSTERDAM
14044,-755,2,AMSTERDAM
7924,-792,2,AMSTERDAM
3757,-8456,2,AMSTERDAM
10757,1387,2,AMSTERDAM
1494,-3348,2,AMSTERDAM
11716,1498,2,AMSTERDAM
13587,111,2,AMSTERDAM
8744,-4756,2,AMSTERDAM
9440,-6128,2,AMSTERDAM
13197,-1027,2,AMSTERDAM
9461,-143,2,AMSTERDAM
149,-274,2,AMSTERDAM
1275,2913,2,AMSTERDAM
6467,829,2,AMSTERDAM
4298,-257,2,AMSTERDAM
4550,-2309,2,AMSTERDAM
253,-832,2,AMSTERDAM
1452,-151,2,AMSTERDAM
11311,1875,2,AMSTERDAM
3105,-54,2,AMSTERDAM
2194,8736,2,AMSTERDAM
2391,3626,2,AMSTERDAM
12149,472,2,AMSTERDAM
9167,-473,2,AMSTERDAM
9619,7633,2,AMSTERDAM
1038,-7762,2,AMSTERDAM
12547,-781,2,AMSTERDAM
14808,34,2,AMSTERDAM
3369,-600,2,AMSTERDAM
13869,-1500,2,AMSTERDAM
9273,-2711,2,AMSTERDAM
1053,6906,2,AMSTERDAM
2361,-3051,2,AMSTERDAM
916,-1562,2,AMSTERDAM
5186,2130,2,AMSTERDAM
1707,-8421,2,AMSTERDAM
11137,-3883,2,AMSTERDAM
8421,56,2,AMSTERDAM
745,-557,2,AMSTERDAM
6180,700,2,AMSTERDAM
9962,-167,2,AMSTERDAM
4367,153,2,AMSTERDAM
13072,-95,2,AMSTERDAM
5125,595,2,AMSTERDAM
5083,-1250,2,AMSTERDAM
8847,1493,2,AMSTERDAM
7140,2290,2,AMSTERDAM
8540,273,2,AMSTERDAM
13470,5717,2,AMSTERDAM
2526,-7635,2,AMSTERDAM
13988,-246,2,AMSTERDAM
13341,1975,2,AMSTERDAM
5558,-70,2,AMSTERDAM
9252,-5063,2,AMSTERDAM
3212,419,2,AMSTERDAM
4702,503,2,AMSTERDAM
10012,-9535,2,AMSTERDAM
3364,1183,2,AMSTERDAM
4385,-771,2,AMSTERDAM
12821,316,2,AMSTERDAM
1653,-5705,2,AMSTERDAM
4910,-437,2,AMSTERDAM
3998,1012,2,AMSTERDAM
768,-2133,2,AMSTERDAM
1755,1087,2,AMSTERDAM
11407,3802,2,AMSTERDAM
9198,-1302,2,AMSTERDAM
12359,-4088,2,AMSTERDAM
3479,-11,2,AMSTERDAM
13881,-1813,2,AMSTERDAM
9954,633,2,AMSTERDAM
37,371,2,AMSTERDAM
4351,1019,2,AMSTERDAM
4321,-854,2,AMSTERDAM
5619,-993,2,AMSTERDAM
9249,-2250,2,AMSTERDAM
5774,-754,2,AMSTERDAM
964,460,2,AMSTERDAM
14534,5798,2,AMSTERDAM
11123,-7925,2,AMSTERDAM
4785,554,2,AMSTERDAM
14906,-1439,2,AMSTERDAM
437,5039,2,AMSTERDAM
3142,166,2,AMSTERDAM
8130,-4917,2,AMSTERDAM
4679,-6313,2,AMSTERDAM
9511,-3838,2,AMSTERDAM
8079,2672,2,AMSTERDAM
6405,582,2,AMSTERDAM
2423,5839,2,AMSTERDAM
7391,-289,2,AMSTERDAM
5853,-147,2,AMSTERDAM
13379,-796,2,AMSTERDAM
13432,-1449,2,AMSTERDAM
11176,4158,2,AMSTERDAM
1159,-890,2,AMSTERDAM
7367,828,2,AMSTERDAM
4570,-1569,2,AMSTERDAM
7761,-385,2,AMSTERDAM
2269,-2956,2,AMSTERDAM
893,-693,2,AMSTERDAM
2042,1784,2,AMSTERDAM
13981,-1079,2,AMSTERDAM
14547,4796,2,AMSTERDAM
14568,-3113,2,AMSTERDAM
11037,-5,2,AMSTERDAM
12438,461,2,AMSTERDAM
3048,-217,2,AMSTERDAM
8041,-910,2,AMSTERDAM
4860,1785,2,AMSTERDAM
4665,-24400,2,AMSTERDAM
11446,-465,2,AMSTERDAM
10628,946,2,AMSTERDAM
3167,559,2,AMSTERDAM
12735,711,2,AMSTERDAM
435,3803,2,AMSTERDAM
14027,120,2,AMSTERDAM
13105,-3688,2,AMSTERDAM
4897,-1774,2,AMSTERDAM
522,-139,2,AMSTERDAM
14506,992,2,AMSTERDAM
14224,4254,2,AMSTERDAM
4389,-339,2,AMSTERDAM
12102,-47,2,AMSTERDAM
1033,-2105,2,AMSTERDAM
9761,-2644,2,AMSTERDAM
5392,549,2,AMSTERDAM
7023,1106,2,AMSTERDAM
3217,-438,2,AMSTERDAM
4347,-2628,2,AMSTERDAM
4641,1676,2,AMSTERDAM
2420,-472,2,AMSTERDAM
906,1715,2,AMSTERDAM
4251,-2689,2,AMSTERDAM
1835,-703,2,AMSTERDAM
8956,2182,2,AMSTERDAM
6271,1048,2,AMSTERDAM
3329,-498,2,AMSTERDAM
14212,20,2,AMSTERDAM
990,-1034,2,AMSTERDAM
5184,1937,2,AMSTERDAM
11398,3665,2,AMSTERDAM
2045,-1750,2,AMSTERDAM
4714,7806,2,AMSTERDAM
2250,189,2,AMSTERDAM
8382,2162,2,AMSTERDAM
405,16839,2,AMSTERDAM
7039,13,2,AMSTERDAM
5307,-335,2,AMSTERDAM
4966,425,2,AMSTERDAM
13860,-1546,2,AMSTERDAM
7241,8656,2,AMSTERDAM
8666,607,2,AMSTERDAM
5887,2738,2,AMSTERDAM
13665,-31,2,AMSTERDAM
11790,-2074,2,AMSTERDAM
12966,2973,2,AMSTERDAM
12319,1414,2,AMSTERDAM
8910,2251,2,AMSTERDAM
13464,-977,2,AMSTERDAM
11480,463,2,AMSTERDAM
5242,-32,2,AMSTERDAM
3595,6082,2,AMSTERDAM
12196,-931,2,AMSTERDAM
927,5631,2,AMSTERDAM
7879,1770,2,AMSTERDAM
6641,285,2,AMSTERDAM
1173,-2411,2,AMSTERDAM
8407,-862,2,AMSTERDAM
942,1366,2,AMSTERDAM
14702,-1380,2,AMSTERDAM
6346,-2367,2,AMSTERDAM
11212,317,2,AMSTERDAM
7827,-171,2,AMSTERDAM
7538,266,2,AMSTERDAM
10316,704,2,AMSTERDAM
13436,527,2,AMSTERDAM
5097,-1776,2,AMSTERDAM
12247,-499,2,AMSTERDAM
6842,729,2,AMSTERDAM
2356,1110,2,AMSTERDAM
8302,613,2,AMSTERDAM
2099,-2727,2,AMSTERDAM
5790,623,2,AMSTERDAM
3166,160,2,AMSTERDAM
12606,-536,2,AMSTERDAM
7838,2177,2,AMSTERDAM
2239,-90,2,AMSTERDAM
4985,-42,2,AMSTERDAM
14785,-4,2,AMSTERDAM
4358,-299,2,AMSTERDAM
11348,-2046,2,AMSTERDAM
6694,-553,2,AMSTERDAM
8895,2630,2,AMSTERDAM
10998,5484,2,AMSTERDAM
4240,-1323,2,AMSTERDAM
9534,-5215,2,AMSTERDAM
9296,6029,2,AMSTERDAM
2877,-418,2,AMSTERDAM
7922,71,2,AMSTERDAM
789,-536,2,AMSTERDAM
10024,-14779,2,AMSTERDAM
465,-9555,2,AMSTERDAM
1439,-286,2,AMSTERDAM
11072,-445,2,AMSTERDAM
2484,443,2,AMSTERDAM
14498,-186,2,AMSTERDAM
12995,-7922,2,AMSTERDAM
8846,-52,2,AMSTERDAM
