original_index,delta,period,city
4835,-1157,2,ROTTERDAM
871,-1849,2,ROTTERDAM
504,326,2,ROTTERDAM
7146,3929,2,ROTTERDAM
1061,-4755,2,ROTTERDAM
9541,23,2,ROTTERDAM
6116,-169,2,ROTTERDAM
7240,105,2,ROTTERDAM
2763,2,2,ROTTERDAM
779,-1086,2,ROTTERDAM
1543,2308,2,ROTTERDAM
1567,2402,2,ROTTERDAM
9134,-702,2,ROTTERDAM
7665,-4234,2,ROTTERDAM
5738,-2010,2,ROTTERDAM
5040,806,2,ROTTERDAM
1108,2598,2,ROTTERDAM
1637,259,2,ROTTERDAM
8984,1645,2,ROTTERDAM
9242,92,2,ROTTERDAM
6345,1487,2,ROTTERDAM
6752,-242,2,ROTTERDAM
3625,483,2,ROTTERDAM
8359,1873,2,ROTTERDAM
604,1776,2,ROTTERDAM
5808,1093,2,ROTTERDAM
9436,265,2,ROTTERDAM
8102,-3231,2,ROTTERDAM
3291,-318,2,ROTTERDAM
7347,-368,2,ROTTERDAM
4737,-2852,2,ROTTERDAM
4183,996,2,ROTTERDAM
4714,-2557,2,ROTTERDAM
4916,-590,2,ROTTERDAM
601,4203,2,ROTTERDAM
846,161,2,ROTTERDAM
6032,-498,2,ROTTERDAM
7748,270,2,ROTTERDAM
9357,157,2,ROTTERDAM
9157,1048,2,ROTTERDAM
2194,-316,2,ROTTERDAM
8854,132,2,ROTTERDAM
593,6776,2,ROTTERDAM
9496,101,2,ROTTERDAM
6975,-807,2,ROTTERDAM
7647,-1041,2,ROTTERDAM
3861,-21517,2,ROTTERDAM
1708,157,2,ROTTERDAM
1361,34,2,ROTTERDAM
1552,1203,2,ROTTERDAM
7763,830,2,ROTTERDAM
950,1142,2,ROTTERDAM
750,-1674,2,ROTTERDAM
92,0,2,ROTTERDAM
3561,-2115,2,ROTTERDAM
5954,86,2,ROTTERDAM
1481,-1725,2,ROTTERDAM
8343,-1174,2,ROTTERDAM
6948,-90,2,ROTTERDAM
8407,296,2,ROTTERDAM
2345,-465,2,ROTTERDAM
689,1081,2,ROTTERDAM
3987,-1093,2,ROTTERDAM
4597,211,2,ROTTERDAM
3509,4409,2,ROTTERDAM
6649,-786,2,ROTTERDAM
675,3213,2,ROTTERDAM
7036,-972,2,ROTTERDAM
3,-300,2,ROTTERDAM
6482,-2528,2,ROTTERDAM
7129,-1512,2,ROTTERDAM
7021,342,2,ROTTERDAM
9360,-1281,2,ROTTERDAM
4571,-95,2,ROTTERDAM
4509,2494,2,ROTTERDAM
6911,-629,2,ROTTERDAM
2413,3547,2,ROTTERDAM
3389,427,2,ROTTERDAM
3339,389,2,ROTTERDAM
6833,840,2,ROTTERDAM
2495,-3515,2,ROTTERDAM
1285,-2361,2,ROTTERDAM
794,-719,2,ROTTERDAM
5187,-116,2,ROTTERDAM
152,0,2,ROTTERDAM
5761,-1530,2,ROTTERDAM
1421,1592,2,ROTTERDAM
2887,-1870,2,ROTTERDAM
8965,-961,2,ROTTERDAM
110,0,2,ROTTERDAM
437,-223,2,ROTTERDAM
8406,1790,2,ROTTERDAM
3162,501,2,ROTTERDAM
4702,2744,2,ROTTERDAM
3777,1221,2,ROTTERDAM
1671,289,2,ROTTERDAM
2656,1758,2,ROTTERDAM
1971,-1384,2,ROTTERDAM
637,513,2,ROTTERDAM
6146,692,2,ROTTERDAM
1280,884,2,ROTTERDAM
126,0,2,ROTTERDAM
8824,-1221,2,ROTTERDAM
3437,-136,2,ROTTERDAM
4112,-665,2,ROTTERDAM
930,-1920,2,ROTTERDAM
6528,-133,2,ROTTERDAM
9584,903,2,ROTTERDAM
150,0,2,ROTTERDAM
8563,488,2,ROTTERDAM
8835,226,2,ROTTERDAM
3963,-2626,2,ROTTERDAM
1841,651,2,ROTTERDAM
3270,2002,2,ROTTERDAM
1903,965,2,ROTTERDAM
5159,-684,2,ROTTERDAM
6634,-573,2,ROTTERDAM
2346,-682,2,ROTTERDAM
5592,-4657,2,ROTTERDAM
7818,-986,2,ROTTERDAM
1841,651,2,ROTTERDAM
7963,-169,2,ROTTERDAM
8248,-1105,2,ROTTERDAM
3376,2766,2,ROTTERDAM
6836,19414,2,ROTTERDAM
5057,141,2,ROTTERDAM
5402,948,2,ROTTERDAM
3640,-652,2,ROTTERDAM
7171,-2196,2,ROTTERDAM
4453,-1153,2,ROTTERDAM
3394,710,2,ROTTERDAM
2975,1199,2,ROTTERDAM
5520,-803,2,ROTTERDAM
9323,-27626,2,ROTTERDAM
3029,906,2,ROTTERDAM
2311,74,2,ROTTERDAM
397,9232,2,ROTTERDAM
2879,674,2,ROTTERDAM
2290,2895,2,ROTTERDAM
9306,-3371,2,ROTTERDAM
6446,-1193,2,ROTTERDAM
9992,-22,2,ROTTERDAM
8709,1226,2,ROTTERDAM
6496,1240,2,ROTTERDAM
4112,-665,2,ROTTERDAM
231,0,2,ROTTERDAM
4165,850,2,ROTTERDAM
1949,201,2,ROTTERDAM
3183,640,2,ROTTERDAM
7878,-9446,2,ROTTERDAM
6242,3414,2,ROTTERDAM
4493,-398,2,ROTTERDAM
2277,3794,2,ROTTERDAM
41,0,2,ROTTERDAM
4972,-9466,2,ROTTERDAM
9264,1389,2,ROTTERDAM
2333,505,2,ROTTERDAM
4605,269,2,ROTTERDAM
9140,-267,2,ROTTERDAM
2899,1004,2,ROTTERDAM
5985,670,2,ROTTERDAM
5885,423,2,ROTTERDAM
1730,-4431,2,ROTTERDAM
2035,653,2,ROTTERDAM
3505,2976,2,ROTTERDAM
396,17696,2,ROTTERDAM
7350,-383,2,ROTTERDAM
1340,83,2,ROTTERDAM
8777,714,2,ROTTERDAM
4252,-3246,2,ROTTERDAM
4386,1307,2,ROTTERDAM
4124,654,2,ROTTERDAM
7453,-1413,2,ROTTERDAM
5225,-982,2,ROTTERDAM
4413,3338,2,ROTTERDAM
5846,-23025,2,ROTTERDAM
392,-1984,2,ROTTERDAM
5559,-117,2,ROTTERDAM
2089,-3726,2,ROTTERDAM
8630,396,2,ROTTERDAM
850,-358,2,ROTTERDAM
9045,1098,2,ROTTERDAM
9581,1743,2,ROTTERDAM
9021,-42,2,ROTTERDAM
5130,12,2,ROTTERDAM
7849,798,2,ROTTERDAM
4761,827,2,ROTTERDAM
2701,5484,2,ROTTERDAM
6544,-88,2,ROTTERDAM
4966,-8678,2,ROTTERDAM
5767,514,2,ROTTERDAM
1760,2650,2,ROTTERDAM
5290,3895,2,ROTTERDAM
2338,-525,2,ROTTERDAM
7461,4140,2,ROTTERDAM
7425,3877,2,ROTTERDAM
224,-1529,2,ROTTERDAM
6444,417,2,ROTTERDAM
3957,4790,2,ROTTERDAM
1870,50,2,ROTTERDAM
92,0,2,ROTTERDAM
9433,2077,2,ROTTERDAM
3946,2697,2,ROTTERDAM
2258,2082,2,ROTTERDAM
7911,16650,2,ROTTERDAM
957,170,2,ROTTERDAM
2039,-64,2,ROTTERDAM
5647,5378,2,ROTTERDAM
1492,10,2,ROTTERDAM
7503,890,2,ROTTERDAM
7080,362,2,ROTTERDAM
1559,-1013,2,ROTTERDAM
2407,-325,2,ROTTERDAM
7831,-1369,2,ROTTERDAM
3,-300,2,ROTTERDAM
7047,247,2,ROTTERDAM
9306,-3371,2,ROTTERDAM
5517,-100,2,ROTTERDAM
5306,376,2,ROTTERDAM
356,11930,2,ROTTERDAM
9464,801,2,ROTTERDAM
8902,1129,2,ROTTERDAM
3694,1865,2,ROTTERDAM
2085,-806,2,ROTTERDAM
564,-282,2,ROTTERDAM
7962,1056,2,ROTTERDAM
3624,226,2,ROTTERDAM
7726,-193,2,ROTTERDAM
3831,-3673,2,ROTTERDAM
961,-450,2,ROTTERDAM
5254,-2664,2,ROTTERDAM
8099,-1318,2,ROTTERDAM
6814,765,2,ROTTERDAM
3775,1711,2,ROTTERDAM
2420,-1369,2,ROTTERDAM
8424,-3,2,ROTTERDAM
1290,-2488,2,ROTTERDAM
3385,-180,2,ROTTERDAM
4190,754,2,ROTTERDAM
910,238,2,ROTTERDAM
8149,-3935,2,ROTTERDAM
6661,3721,2,ROTTERDAM
6342,-2453,2,ROTTERDAM
8989,658,2,ROTTERDAM
2348,1552,2,ROTTERDAM
4973,9830,2,ROTTERDAM
897,748,2,ROTTERDAM
8612,-10,2,ROTTERDAM
542,-427,2,ROTTERDAM
7699,292,2,ROTTERDAM
5782,1693,2,ROTTERDAM
6945,-583,2,ROTTERDAM
3701,2081,2,ROTTERDAM
8672,-39,2,ROTTERDAM
7218,857,2,ROTTERDAM
8177,1636,2,ROTTERDAM
164,0,2,ROTTERDAM
2788,1088,2,ROTTERDAM
1014,914,2,ROTTERDAM
8472,-531,2,ROTTERDAM
7374,362,2,ROTTERDAM
6500,-230,2,ROTTERDAM
258,-2862,2,ROTTERDAM
4063,-537,2,ROTTERDAM
2032,1107,2,ROTTERDAM
8487,29,2,ROTTERDAM
5580,11,2,ROTTERDAM
9712,494,2,ROTTERDAM
4720,-1269,2,ROTTERDAM
526,-6754,2,ROTTERDAM
4393,-125,2,ROTTERDAM
564,-282,2,ROTTERDAM
3495,-4920,2,ROTTERDAM
7141,979,2,ROTTERDAM
9195,10325,2,ROTTERDAM
4601,616,2,ROTTERDAM
5557,119,2,ROTTERDAM
8783,585,2,ROTTERDAM
7616,-357,2,ROTTERDAM
6546,229,2,ROTTERDAM
6077,197,2,ROTTERDAM
6083,684,2,ROTTERDAM
7021,342,2,ROTTERDAM
5948,-2261,2,ROTTERDAM
462,-180,2,ROTTERDAM
27,0,2,ROTTERDAM
2296,394,2,ROTTERDAM
2236,-4331,2,ROTTERDAM
1192,1485,2,ROTTERDAM
3831,-3673,2,ROTTERDAM
3045,2870,2,ROTTERDAM
4501,2704,2,ROTTERDAM
2420,-1369,2,ROTTERDAM
8799,2990,2,ROTTERDAM
3240,-3208,2,ROTTERDAM
6795,-2763,2,ROTTERDAM
485,-977,2,ROTTERDAM
4874,7223,2,ROTTERDAM
1993,-131,2,ROTTERDAM
715,-540,2,ROTTERDAM
5289,-4400,2,ROTTERDAM
5039,-212,2,ROTTERDAM
1130,-669,2,ROTTERDAM
991,-998,2,ROTTERDAM
8937,-1621,2,ROTTERDAM
6778,-863,2,ROTTERDAM
9581,1743,2,ROTTERDAM
944,-1002,2,ROTTERDAM
9228,-68,2,ROTTERDAM
1128,2374,2,ROTTERDAM
7453,-1413,2,ROTTERDAM
1678,-271,2,ROTTERDAM
5050,482,2,ROTTERDAM
4411,-130,2,ROTTERDAM
3655,-228,2,ROTTERDAM
9945,1423,2,ROTTERDAM
5727,1535,2,ROTTERDAM
1098,145,2,ROTTERDAM
7493,564,2,ROTTERDAM
7916,-2504,2,ROTTERDAM
8208,-539,2,ROTTERDAM
6285,525,2,ROTTERDAM
7553,-110,2,ROTTERDAM
5582,485,2,ROTTERDAM
1358,471,2,ROTTERDAM
2811,-2167,2,ROTTERDAM
6091,5891,2,ROTTERDAM
9531,701,2,ROTTERDAM
3958,3582,2,ROTTERDAM
61,39,2,ROTTERDAM
7008,464,2,ROTTERDAM
4065,542,2,ROTTERDAM
5988,1351,2,ROTTERDAM
514,1146,2,ROTTERDAM
4118,517,2,ROTTERDAM
1099,455,2,ROTTERDAM
7047,247,2,ROTTERDAM
4962,1372,2,ROTTERDAM
3107,-1230,2,ROTTERDAM
6603,308,2,ROTTERDAM
229,0,2,ROTTERDAM
1836,1427,2,ROTTERDAM
1807,853,2,ROTTERDAM
4633,-4061,2,ROTTERDAM
752,666,2,ROTTERDAM
2862,-743,2,ROTTERDAM
898,-2044,2,ROTTERDAM
3075,1646,2,ROTTERDAM
6590,181,2,ROTTERDAM
8942,638,2,ROTTERDAM
2037,1115,2,ROTTERDAM
9203,746,2,ROTTERDAM
8900,1052,2,ROTTERDAM
3687,145,2,ROTTERDAM
1290,-2488,2,ROTTERDAM
4276,-2030,2,ROTTERDAM
7152,5399,2,ROTTERDAM
9310,-4002,2,ROTTERDAM
3277,-2036,2,ROTTERDAM
5002,-509,2,ROTTERDAM
5799,-712,2,ROTTERDAM
6279,-1668,2,ROTTERDAM
4344,-1627,2,ROTTERDAM
3861,-21517,2,ROTTERDAM
4248,1705,2,ROTTERDAM
4078,-224,2,ROTTERDAM
3443,-372,2,ROTTERDAM
1493,289,2,ROTTERDAM
2330,4476,2,ROTTERDAM
6654,-1391,2,ROTTERDAM
8686,-539,2,ROTTERDAM
1808,-52,2,ROTTERDAM
422,-3708,2,ROTTERDAM
3240,-3208,2,ROTTERDAM
1705,3810,2,ROTTERDAM
6203,-17112,2,ROTTERDAM
8515,-295,2,ROTTERDAM
5792,1623,2,ROTTERDAM
6000,751,2,ROTTERDAM
4641,-1829,2,ROTTERDAM
6667,-1180,2,ROTTERDAM
1365,746,2,ROTTERDAM
5318,-14270,2,ROTTERDAM
6713,2179,2,ROTTERDAM
8442,-2443,2,ROTTERDAM
4170,97,2,ROTTERDAM
8476,-584,2,ROTTERDAM
8796,353,2,ROTTERDAM
6520,898,2,ROTTERDAM
1036,-813,2,ROTTERDAM
3190,618,2,ROTTERDAM
6958,-1132,2,ROTTERDAM
4359,13921,2,ROTTERDAM
7561,193,2,ROTTERDAM
5624,4675,2,ROTTERDAM
7584,177,2,ROTTERDAM
6548,-68,2,ROTTERDAM
6913,-589,2,ROTTERDAM
1821,98,2,ROTTERDAM
3015,-330,2,ROTTERDAM
7386,-2849,2,ROTTERDAM
7724,1981,2,ROTTERDAM
1489,1263,2,ROTTERDAM
1154,313,2,ROTTERDAM
4973,9830,2,ROTTERDAM
1389,-328,2,ROTTERDAM
7162,-685,2,ROTTERDAM
8420,1178,2,ROTTERDAM
1122,-19,2,ROTTERDAM
7018,537,2,ROTTERDAM
7644,961,2,ROTTERDAM
7592,-226,2,ROTTERDAM
6004,-20,2,ROTTERDAM
2839,-864,2,ROTTERDAM
3109,369,2,ROTTERDAM
6122,-204,2,ROTTERDAM
3744,-636,2,ROTTERDAM
2751,86,2,ROTTERDAM
8326,-22735,2,ROTTERDAM
148,0,2,ROTTERDAM
9475,-1004,2,ROTTERDAM
8142,-869,2,ROTTERDAM
5413,-532,2,ROTTERDAM
6708,-487,2,ROTTERDAM
8469,2645,2,ROTTERDAM
170,107,2,ROTTERDAM
7016,805,2,ROTTERDAM
5891,22082,2,ROTTERDAM
7944,575,2,ROTTERDAM
7364,-928,2,ROTTERDAM
8369,564,2,ROTTERDAM
3805,968,2,ROTTERDAM
4018,-1851,2,ROTTERDAM
5268,9281,2,ROTTERDAM
3030,566,2,ROTTERDAM
6114,1751,2,ROTTERDAM
5327,384,2,ROTTERDAM
774,-805,2,ROTTERDAM
6173,23,2,ROTTERDAM
1943,-675,2,ROTTERDAM
9485,438,2,ROTTERDAM
3501,6286,2,ROTTERDAM
6687,-271,2,ROTTERDAM
97,0,2,ROTTERDAM
1873,-7253,2,ROTTERDAM
364,1351,2,ROTTERDAM
9910,1049,2,ROTTERDAM
7592,-226,2,ROTTERDAM
7600,-414,2,ROTTERDAM
3321,-5560,2,ROTTERDAM
9153,-2584,2,ROTTERDAM
5561,-889,2,ROTTERDAM
334,1308,2,ROTTERDAM
2334,-29,2,ROTTERDAM
9352,-1470,2,ROTTERDAM
8256,-1570,2,ROTTERDAM
7410,-3485,2,ROTTERDAM
5935,2593,2,ROTTERDAM
7237,3417,2,ROTTERDAM
6402,472,2,ROTTERDAM
1288,-3917,2,ROTTERDAM
7948,177,2,ROTTERDAM
8077,-606,2,ROTTERDAM
2307,-320,2,ROTTERDAM
8023,2895,2,ROTTERDAM
580,9475,2,ROTTERDAM
5681,-623,2,ROTTERDAM
1093,-2253,2,ROTTERDAM
5292,3689,2,ROTTERDAM
5090,-273,2,ROTTERDAM
5872,370,2,ROTTERDAM
9545,694,2,ROTTERDAM
7041,-1107,2,ROTTERDAM
9938,-15702,2,ROTTERDAM
495,2684,2,ROTTERDAM
5936,-166,2,ROTTERDAM
2691,3976,2,ROTTERDAM
7969,-7359,2,ROTTERDAM
8842,-897,2,ROTTERDAM
7881,280,2,ROTTERDAM
6637,480,2,ROTTERDAM
1027,-248,2,ROTTERDAM
8712,-1472,2,ROTTERDAM
3786,409,2,ROTTERDAM
1485,504,2,ROTTERDAM
5811,13707,2,ROTTERDAM
1895,2586,2,ROTTERDAM
3337,-1568,2,ROTTERDAM
4536,-10612,2,ROTTERDAM
696,1787,2,ROTTERDAM
8080,-1483,2,ROTTERDAM
9932,-2076,2,ROTTERDAM
3255,923,2,ROTTERDAM
7842,-6052,2,ROTTERDAM
6863,-1738,2,ROTTERDAM
2435,485,2,ROTTERDAM
9454,1101,2,ROTTERDAM
5290,3895,2,ROTTERDAM
8021,1334,2,ROTTERDAM
6330,667,2,ROTTERDAM
4632,-2934,2,ROTTERDAM
8712,-1472,2,ROTTERDAM
2184,27719,2,ROTTERDAM
3563,1023,2,ROTTERDAM
3492,-4468,2,ROTTERDAM
4664,715,2,ROTTERDAM
7351,-456,2,ROTTERDAM
7182,-806,2,ROTTERDAM
7244,3980,2,ROTTERDAM
5119,589,2,ROTTERDAM
9656,-824,2,ROTTERDAM
403,-807,2,ROTTERDAM
8771,2330,2,ROTTERDAM
1358,471,2,ROTTERDAM
2420,-1369,2,ROTTERDAM
3089,634,2,ROTTERDAM
195,0,2,ROTTERDAM
7830,-617,2,ROTTERDAM
4486,-1796,2,ROTTERDAM
487,760,2,ROTTERDAM
7468,1166,2,ROTTERDAM
4608,-1131,2,ROTTERDAM
3982,-876,2,ROTTERDAM
2224,-616,2,ROTTERDAM
6514,-502,2,ROTTERDAM
6241,-733,2,ROTTERDAM
7223,-110,2,ROTTERDAM
1195,339,2,ROTTERDAM
6781,939,2,ROTTERDAM
7268,-552,2,ROTTERDAM
1059,-1288,2,ROTTERDAM
4959,-379,2,ROTTERDAM
2090,442,2,ROTTERDAM
5205,1359,2,ROTTERDAM
1530,-863,2,ROTTERDAM
7579,-527,2,ROTTERDAM
4617,-285,2,ROTTERDAM
6415,-6137,2,ROTTERDAM
1416,-953,2,ROTTERDAM
1478,-112,2,ROTTERDAM
460,437,2,ROTTERDAM
7652,5207,2,ROTTERDAM
3036,-1556,2,ROTTERDAM
2826,1214,2,ROTTERDAM
5056,1420,2,ROTTERDAM
5736,-2592,2,ROTTERDAM
7033,7149,2,ROTTERDAM
1614,-4936,2,ROTTERDAM
1892,-1045,2,ROTTERDAM
629,-3941,2,ROTTERDAM
649,483,2,ROTTERDAM
9221,779,2,ROTTERDAM
4143,1135,2,ROTTERDAM
8108,-27240,2,ROTTERDAM
5875,-1536,2,ROTTERDAM
6368,1618,2,ROTTERDAM
7575,212,2,ROTTERDAM
8306,22415,2,ROTTERDAM
958,-153,2,ROTTERDAM
3732,3363,2,ROTTERDAM
7712,2957,2,ROTTERDAM
4111,-217,2,ROTTERDAM
565,-8203,2,ROTTERDAM
669,-4771,2,ROTTERDAM
8093,487,2,ROTTERDAM
7062,1526,2,ROTTERDAM
2178,-990,2,ROTTERDAM
604,1776,2,ROTTERDAM
8096,505,2,ROTTERDAM
1176,-491,2,ROTTERDAM
3775,1711,2,ROTTERDAM
2144,55,2,ROTTERDAM
8821,1358,2,ROTTERDAM
2021,712,2,ROTTERDAM
6773,-790,2,ROTTERDAM
9814,2526,2,ROTTERDAM
8257,-1129,2,ROTTERDAM
229,0,2,ROTTERDAM
5527,-6054,2,ROTTERDAM
8085,-63,2,ROTTERDAM
6153,738,2,ROTTERDAM
1834,171,2,ROTTERDAM
4908,130,2,ROTTERDAM
4189,1758,2,ROTTERDAM
6425,1042,2,ROTTERDAM
4542,-8487,2,ROTTERDAM
1436,-1060,2,ROTTERDAM
3596,619,2,ROTTERDAM
7165,100,2,ROTTERDAM
7586,644,2,ROTTERDAM
7866,-836,2,ROTTERDAM
8364,-586,2,ROTTERDAM
3291,-318,2,ROTTERDAM
3320,-687,2,ROTTERDAM
8227,827,2,ROTTERDAM
3026,536,2,ROTTERDAM
512,-1510,2,ROTTERDAM
5018,-7395,2,ROTTERDAM
3811,-385,2,ROTTERDAM
3740,1804,2,ROTTERDAM
1203,-1212,2,ROTTERDAM
9939,3240,2,ROTTERDAM
4976,4375,2,ROTTERDAM
7284,3890,2,ROTTERDAM
2240,355,2,ROTTERDAM
423,348,2,ROTTERDAM
4511,-44,2,ROTTERDAM
599,-7974,2,ROTTERDAM
2919,-473,2,ROTTERDAM
6613,3009,2,ROTTERDAM
3077,644,2,ROTTERDAM
8974,2181,2,ROTTERDAM
4897,1002,2,ROTTERDAM
8484,-433,2,ROTTERDAM
9038,967,2,ROTTERDAM
5874,-35,2,ROTTERDAM
507,-249,2,ROTTERDAM
8921,-698,2,ROTTERDAM
3003,-113,2,ROTTERDAM
4225,1208,2,ROTTERDAM
6771,-1575,2,ROTTERDAM
7613,-206,2,ROTTERDAM
2550,5521,2,ROTTERDAM
7080,362,2,ROTTERDAM
8899,-1115,2,ROTTERDAM
2307,-320,2,ROTTERDAM
2608,-2238,2,ROTTERDAM
6083,684,2,ROTTERDAM
179,0,2,ROTTERDAM
6192,-1250,2,ROTTERDAM
8593,559,2,ROTTERDAM
43,19,2,ROTTERDAM
7731,615,2,ROTTERDAM
9697,2987,2,ROTTERDAM
7684,1097,2,ROTTERDAM
1389,-328,2,ROTTERDAM
8248,-1105,2,ROTTERDAM
9135,-11030,2,ROTTERDAM
7620,-453,2,ROTTERDAM
2482,448,2,ROTTERDAM
7144,1725,2,ROTTERDAM
950,1142,2,ROTTERDAM
9464,801,2,ROTTERDAM
8020,2767,2,ROTTERDAM
2472,-1144,2,ROTTERDAM
5222,-5507,2,ROTTERDAM
2937,-87,2,ROTTERDAM
5879,966,2,ROTTERDAM
7717,-103,2,ROTTERDAM
9970,-714,2,ROTTERDAM
6363,1336,2,ROTTERDAM
4064,-699,2,ROTTERDAM
4379,2478,2,ROTTERDAM
4793,609,2,ROTTERDAM
3254,223,2,ROTTERDAM
9318,-7534,2,ROTTERDAM
7861,65,2,ROTTERDAM
8865,349,2,ROTTERDAM
7775,-400,2,ROTTERDAM
2930,-2548,2,ROTTERDAM
5082,487,2,ROTTERDAM
8366,1013,2,ROTTERDAM
245,0,2,ROTTERDAM
8335,315,2,ROTTERDAM
523,3279,2,ROTTERDAM
3078,-3167,2,ROTTERDAM
4480,-2006,2,ROTTERDAM
5745,1631,2,ROTTERDAM
2192,289,2,ROTTERDAM
3294,90,2,ROTTERDAM
8187,73,2,ROTTERDAM
1989,393,2,ROTTERDAM
7054,413,2,ROTTERDAM
5779,169,2,ROTTERDAM
2915,1575,2,ROTTERDAM
3049,-1106,2,ROTTERDAM
6379,2535,2,ROTTERDAM
3977,-1546,2,ROTTERDAM
7962,1056,2,ROTTERDAM
5191,601,2,ROTTERDAM
3635,-586,2,ROTTERDAM
3104,-441,2,ROTTERDAM
1786,-3264,2,ROTTERDAM
7278,800,2,ROTTERDAM
9779,-1279,2,ROTTERDAM
7884,1978,2,ROTTERDAM
4541,-3935,2,ROTTERDAM
1303,1471,2,ROTTERDAM
4717,-4438,2,ROTTERDAM
453,-24,2,ROTTERDAM
4722,-2465,2,ROTTERDAM
8012,-3554,2,ROTTERDAM
9977,-1923,2,ROTTERDAM
7369,-4093,2,ROTTERDAM
7965,-190,2,ROTTERDAM
756,372,2,ROTTERDAM
7751,965,2,ROTTERDAM
8752,760,2,ROTTERDAM
8118,-1025,2,ROTTERDAM
4095,-498,2,ROTTERDAM
8588,290,2,ROTTERDAM
6011,484,2,ROTTERDAM
8301,113,2,ROTTERDAM
2880,690,2,ROTTERDAM
6014,154,2,ROTTERDAM
4485,-3163,2,ROTTERDAM
2200,231,2,ROTTERDAM
2482,448,2,ROTTERDAM
3785,331,2,ROTTERDAM
6649,-786,2,ROTTERDAM
7388,-6988,2,ROTTERDAM
9666,-720,2,ROTTERDAM
8152,-1061,2,ROTTERDAM
8657,481,2,ROTTERDAM
6859,433,2,ROTTERDAM
3221,-867,2,ROTTERDAM
8565,696,2,ROTTERDAM
6118,632,2,ROTTERDAM
847,-817,2,ROTTERDAM
6821,1578,2,ROTTERDAM
1906,1620,2,ROTTERDAM
567,-901,2,ROTTERDAM
986,1226,2,ROTTERDAM
262,-285,2,ROTTERDAM
205,0,2,ROTTERDAM
9659,-702,2,ROTTERDAM
8268,-520,2,ROTTERDAM
1554,1130,2,ROTTERDAM
4765,1114,2,ROTTERDAM
7269,9225,2,ROTTERDAM
3330,13,2,ROTTERDAM
6043,-408,2,ROTTERDAM
9785,-3371,2,ROTTERDAM
3597,2987,2,ROTTERDAM
9302,816,2,ROTTERDAM
7024,-432,2,ROTTERDAM
103,0,2,ROTTERDAM
9859,-830,2,ROTTERDAM
4126,-2624,2,ROTTERDAM
6836,19414,2,ROTTERDAM
2170,-170,2,ROTTERDAM
6049,-1643,2,ROTTERDAM
167,0,2,ROTTERDAM
4285,742,2,ROTTERDAM
6331,-772,2,ROTTERDAM
7750,-314,2,ROTTERDAM
3200,481,2,ROTTERDAM
8324,-2000,2,ROTTERDAM
9639,-6369,2,ROTTERDAM
516,48,2,ROTTERDAM
6849,2978,2,ROTTERDAM
2635,-4375,2,ROTTERDAM
8308,1488,2,ROTTERDAM
4729,-2003,2,ROTTERDAM
4496,3484,2,ROTTERDAM
7786,-228,2,ROTTERDAM
9195,10325,2,ROTTERDAM
9276,-809,2,ROTTERDAM
4482,-13012,2,ROTTERDAM
9482,509,2,ROTTERDAM
4102,761,2,ROTTERDAM
1006,-370,2,ROTTERDAM
1197,95,2,ROTTERDAM
2775,-196,2,ROTTERDAM
2445,411,2,ROTTERDAM
3266,-526,2,ROTTERDAM
737,-145,2,ROTTERDAM
5842,-1095,2,ROTTERDAM
5933,1338,2,ROTTERDAM
5005,-4150,2,ROTTERDAM
4186,-398,2,ROTTERDAM
1303,1471,2,ROTTERDAM
5875,-1536,2,ROTTERDAM
7562,333,2,ROTTERDAM
5748,-2406,2,ROTTERDAM
9229,-3445,2,ROTTERDAM
6730,-9136,2,ROTTERDAM
712,238,2,ROTTERDAM
3617,567,2,ROTTERDAM
8088,540,2,ROTTERDAM
9380,1140,2,ROTTERDAM
7205,608,2,ROTTERDAM
3509,4409,2,ROTTERDAM
4694,-1635,2,ROTTERDAM
6172,-323,2,ROTTERDAM
9291,819,2,ROTTERDAM
1588,-2425,2,ROTTERDAM
4529,-4271,2,ROTTERDAM
309,8158,2,ROTTERDAM
6397,1674,2,ROTTERDAM
8912,-836,2,ROTTERDAM
2007,-1667,2,ROTTERDAM
9346,2586,2,ROTTERDAM
7808,7100,2,ROTTERDAM
6042,1315,2,ROTTERDAM
4736,-3143,2,ROTTERDAM
6876,1119,2,ROTTERDAM
1824,-1154,2,ROTTERDAM
7246,2622,2,ROTTERDAM
7696,-1706,2,ROTTERDAM
3706,3330,2,ROTTERDAM
4008,183,2,ROTTERDAM
3906,-309,2,ROTTERDAM
2121,-3990,2,ROTTERDAM
8611,-227,2,ROTTERDAM
3196,-377,2,ROTTERDAM
8942,638,2,ROTTERDAM
2514,5510,2,ROTTERDAM
1257,829,2,ROTTERDAM
8165,15533,2,ROTTERDAM
5148,-248,2,ROTTERDAM
7268,-552,2,ROTTERDAM
4492,-828,2,ROTTERDAM
315,5454,2,ROTTERDAM
9226,781,2,ROTTERDAM
4909,-94,2,ROTTERDAM
3015,-330,2,ROTTERDAM
3846,-13192,2,ROTTERDAM
2446,164,2,ROTTERDAM
4333,-6723,2,ROTTERDAM
9494,-3029,2,ROTTERDAM
9037,-261,2,ROTTERDAM
5404,-6656,2,ROTTERDAM
8949,512,2,ROTTERDAM
9082,1217,2,ROTTERDAM
1812,112,2,ROTTERDAM
6622,353,2,ROTTERDAM
6371,3144,2,ROTTERDAM
9219,795,2,ROTTERDAM
5613,-2535,2,ROTTERDAM
6985,-1457,2,ROTTERDAM
7092,-325,2,ROTTERDAM
